source_api,api_id,title,description,rss_url,website,email,itunes_id,latest_episode_id,latest_pub_date_ms,earliest_pub_date_ms,total_episodes,update_frequency_hours,listen_score,listen_score_global_rank,podcast_spotify_id,audience_size,itunes_rating_average,itunes_rating_count,spotify_rating_average,spotify_rating_count,last_posted_at,image_url,instagram_url,twitter_url,linkedin_url,tiktok_url,youtube_url,facebook_url,other_social_url
listennotes,f46b3312c4d54869a1e109c0c75214d9,Healthy As A Mother,"<p>Healthy as a Mother, the podcast for becoming and being a mother, with your cohosts Dr. Leah Gordon and Dr. Morgan MacDermott, two naturopathic doctors who get it. Each week we teach you how to be the healthiest mother you can be - from fertility and preconception, to pregnancy and birth prep, through postpartum and throughout motherhood - empowering you with the natural health guidance and education you’re not getting elsewhere, so you can confidently navigate the broken system at large. The real, the raw, the un-talked about.</p>",https://feeds.buzzsprout.com/2313401.rss,https://www.healthyasamother.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,healthyasamotherpodcast@gmail.com,1663942916,d2a5a93f781d41fe95f5ba1ffb2385d8,1746615600000,1673161200106,111,167,44,1%,1tmXsNcOfEm4SDV4XsZ3v5,2400,4.9,192,4.9,123,2025-05-07T11:00:00+00:00,https://cdn-images-3.listennotes.com/podcasts/healthy-as-a-mother-dr-morgan-macdermott-dr-5ERPtvBnw6--oVxnaDs3M0d.1400x1400.jpg,https://www.instagram.com/drleahgordon,,,https://www.tiktok.com/@drleahgordon,,,
listennotes,6021f9a3505d468a8419756306cecc3f,The Health Fix Podcast,"Jannine Krause is a naturopathic doctor & acupuncturist here to give you your dose of health, fitness, nutrition and stress management tips to take control of your health to live a fun active healthy life. Discover how to defy aging naturally at www.doctorjkrausend.com.",https://feeds.libsyn.com/91492/rss,https://doctorjkrausend.com/category/podcast/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,info@doctorjkrausend.com,1710898230,58fe4b1df9194e7fa07c422795a7f85e,1746613800000,1451642400540,556,153,,,,1500,0,0,,,,https://cdn-images-3.listennotes.com/podcasts/the-health-fix-podcast-HrIUBLCKjTp-NsxcCvkZ48V.1400x1400.jpg,https://www.instagram.com/itsmelissavogel,,,,,,info@doctorjkrausend.com
listennotes,7245e74b9b404f31ac66ee0eec036784,The Health Fix Podcast,"Jannine Krause is a naturopathic doctor & acupuncturist here to give you your dose of health, fitness, nutrition and stress management tips to take control of your health to live a fun active healthy life. Discover how to defy aging naturally at www.doctorjkrausend.com.",https://thehealthfix.libsyn.com/rss,https://doctorjkrausend.com/category/podcast/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,info@doctorjkrausend.com,1191374534,a9c950fcbfd0485db7cc261dd6d9572d,1746613800000,1451642400549,556,153,38,2%,,800,4.9,58,,,,https://cdn-images-3.listennotes.com/podcasts/the-health-fix-podcast-dr-jannine-krause-BAdJH3YIOz1-J_LoK81eZxh.1400x1400.jpg,https://www.instagram.com/codywatkinsfitness,,,,,,info@doctorjkrausend.com
listennotes,61536f6aca2f439ca12fad046c72abe0,The Fatigue Fixer,"<b>Join Dr. Sarah Vadeboncoeur, a Naturopathic Doctor who's been the guiding light for thousands of women struggling with fatigue for over a decade. Dr. Sarah challenges the common misconception that feeling drained equates to being flawed. In ""The Fatigue Fixer"", she offers insights into our body's messages, reminding us that our tiredness isn't a sign of weakness, but a signal of misalignment. By truly understanding and caring for our bodies, we can navigate the road to better energy.</b><br /><b><br />In a world filled with immeasurable expectations, Sarah aims to support every woman, from the hands-on mom to the aspiring Prime Minister. Dive in as we dissect the physical, emotional and societal pressures draining our energy, and together, shift the narrative around fatigue. Your exhaustion has a story; let's rewrite it together.</b><br /><b><br />Get your daily dose of fatigue fixing tips over on Dr. Sarah’s Instagram <a href=""https://www.instagram.com/sarahvadeboncoeur/"" target=""_blank"" rel=""noreferrer noopener"">@sarahvadeboncoeur</a> or visit her website at <a href=""http://www.docereclinic.ca"" target=""_blank"" rel=""noreferrer noopener"">www.docereclinic.ca</a> to learn more about how you can work with her. </b>",https://www.spreaker.com/show/5982197/episodes/feed,https://www.spreaker.com/podcast/the-fatigue-fixer--5982197?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,hello@storystudionetwork.com,1712346016,fb71c9cc73824f6587076aba316bfca7,1746608411000,1697563419032,34,335,30,5%,3TxYvaDxXDyEwzjRoIyGC3,900,5,3,5,22,,https://cdn-images-3.listennotes.com/podcasts/the-fatigue-fixer-feE2nwZLraN-ifdF-z5sxCL.1400x1400.jpg,https://www.instagram.com/sarahvadeboncoeur,,,,,,
listennotes,f4ee269dbb234280826b224956b5e4af,Your Metabolic Reset,"Metabolic health not only effects the years we live, but also the quality of our life in those years. Do you want to look and feel younger than your biological age? Research show by focusing on the 5 pillars of metabolic health, we can.

Join Jessica Carter, Board Certified Naturopathic Doctor, as she gives simple tips to reset and restore your metabolic health. 
",https://anchor.fm/s/65818ad4/podcast/rss,https://www.your-metabolic-reset.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,jessica@yourmetabolicreset.com,1589246450,a23a93984a8c43308ee86b38b25963c8,1746608400000,1635273721150,159,167,35,3%,1krPpiyKIxqC46rjUr2mlT,900,5,35,4.8,9,,https://cdn-images-3.listennotes.com/podcasts/your-metabolic-reset-jessica-carter-wz0U-1j2nu4-spXFQTvfut1.1400x1400.jpg,,,,,,,Jessica@YourMetabolicReset.com
listennotes,7588ea68c8544b6baa1bc091640defa5,Ask The Good Doctor,"Hosted by Classical Naturopath Dr. LaJoyce Brookshire, the “Ask The Good Doctor” Podcast presents information on how to Attain, Maintain, and Reclaim Perfect Health -and- issues which improve the Human Condition. She began her wellness journey in high school willingly adopting the village healer mantle. For the last 12 years Dr. Brookshire has been a trusted voice on-the-air, and for more than two decades she has clinically helped thousands to become HealthyWealthy. Dr. Brookshire is a New York Times Bestselling Author and was formerly a high-powered entertainment publicist to the stars, and she is currently the Co-Creator of the Women Behind The Mic: Curators of Pop Culture Book Series. Dr. Brookshire has written eleven concurrent bestsellers including four from the Ask The Good Doctor Series: Kitchen Warriors 101:Homemade Healthy; The Detox Edition Remixed; Yes, You Are What You Eat: Recipes to Enhance Your Wellness Journey; and ebook Happy New Year, Healthy New You: The Detox Edition.  ",https://post.futurimedia.com/meanolelion/playlist/rss/58.xml,,themeanolelion@meanolelionmedia.com,1715699904,d5e936ed67a948f1aa5c28ae4bfe5a54,1746601465000,1699462712046,63,166,26,10%,,800,4.9,11,,,2025-05-07T07:04:25+00:00,https://cdn-images-3.listennotes.com/podcasts/ask-the-good-doctor-mean-ole-lion-media-jQCXaxAemEV-Gdua-1RHjef.1400x1400.jpg,,,,,,,DrBrookshire@outlook.com
listennotes,0b486d12a6174bd1ace1359f5440b528,Christian Healthy Lifestyle: Healthy Lifestyle Tips that Align With Our Divine Design,"Healthy lifestyle tips for Christians is what this show is about. I help you navigate natural health God's way so you can stay out of the doctor's office, age gracefully, and live abundantly. 

Do you want more energy, vitaliy, and vigor but feel overwhelmed by all the information available? You're in the right place. From a biblical perspective, I cut through the noise and help put you on the fast track to vibrant health and vitality.

In the natural health arena we sometimes find new age thought, eastern mysticism, and even voodoo and shamanism. You won't find any of that here. I'm a follower of Jesus Christ and I believe we maximize our health potential by aligning our live more fully with God's natural design for spirit, mind, and body. All my recommendations are grounded in biblical wisdom.

Join me David Sandstrom Healthy Lifestyle Expert, Naturopathic Doctor, Certified Nutritional Counselor, and Biblical Health Coach every Wednesday as I provide healthy lifestyle tips aligned with Christian values.",https://holistichealthmatters.libsyn.com/rss,https://www.davidsandstrom.com/podcast?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,david@davidsandstrom.com,1510948675,db70505c4b724d3caf9822896c9c3710,1746601260000,1590610913182,184,167,39,2%,1gWQ0RNs1FJbhNGM5FxgeP,900,5,83,5,3,,https://cdn-images-3.listennotes.com/podcasts/christian-healthy-lifestyle-healthy-BChD1EI7Sma-17m6gzcfysP.1400x1400.jpg,https://www.instagram.com/christian.healthylifestyle,https://www.twitter.com/SandstromHealth,,,,https://www.facebook.com/christianhealthylife,
listennotes,9cbcff40d3f04be68ea9fa95ac357833,The Juicy Truth with Dr. Jenny,"Welcome to The Juicy Truth with Dr. Jenny, where we turn the ordinary into extraordinary and unleash the fierce baddie inside you! I’m Dr. Jenny, your unapologetic naturopathic doctor, here to spark conversations that make you feel alive and empowered.

In this podcast, we’re diving headfirst into the juicy, often-taboo topics that will have you reclaiming your body, exploring pleasure, and shedding the layers of trauma that are holding you back. 

If you’re ready to create a new reality where you feel completely connected to your desires and possibilities, hit subscribe and join me!",https://anchor.fm/s/1000365f0/podcast/rss,https://podcasters.spotify.com/pod/show/jennifer-buchner?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1790730981,b6439b78e66646eb909401929d9961a3,1746597600000,1736973274012,19,167,,,5vEnzynzeMaLYshnGYSqtb,900,5,10,,,,https://cdn-images-3.listennotes.com/podcasts/the-juicy-truth-with-dr-jenny-iOLksCYNDn0-vmCWPQ0eIDx.1400x1400.jpg,https://www.instagram.com/docjenb_nd,,,,,,
listennotes,7e65f5b54cf24ad1a84d808020905732,The Real Truth About Health Free 17 Day Live Online Conference Podcast,"Join the world's top medical doctors, naturopathic doctors, dietitians, nutritionists, scientists, researchers and authors who will share with you the unbiased, accurate, scientifically proven truth about health, nutrition, the food system, the medical system and the environment - Visit Us at TheRealTruthAboutHealth.com

Disclaimer:
Medical and Health information changes constantly. Therefore, the information provided in this podcast should not be considered current, complete, or exhaustive. Reliance on any information provided in this podcast is solely at your own risk.

The Real Truth About Health does not recommend or endorse any specific tests, products, procedures, or opinions referenced in the following podcasts, nor does it exercise any authority or editorial control over that material. The Real Truth About Health provides a forum for discussion of public health issues. The views and opinions of our panelists do not necessarily reflect those of The Real Truth About Health and are provided by those panelists in their individual capacities. The Real Truth About Health has not reviewed or evaluated those statements or claims.",https://feeds.simplecast.com/23FjEcS2,https://first-real-truth-test-podcast.simplecast.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,nancy@realtruthtalks.com,1578975919,5a5d247c96934e7ba51f6ed9fad6fdcb,1746576000000,1627581748590,3041,7,32,5%,0RZbS2BafJIEzHYyThm83J,2000,4.7,16,4.6,17,2025-05-07T00:00:00+00:00,https://cdn-images-3.listennotes.com/podcasts/the-real-truth-about-health-free-17-day-Zry6dPEkJAU-Kgm6fsnSxh8.1400x1400.jpg,https://www.instagram.com/therealtruthabouthealth,,https://www.linkedin.com/the-real-truth-about-health-conference,,https://www.youtube.com/c/TheRealTruthAboutHealth,https://www.facebook.com/TRTAHConference,
listennotes,c7e29bc1108c4f57aaf0b40577f39e0e,MindShifters Radio with host Dr. Michael and Jeanie Ryce,"<p>The Forgiveness Doctor, dr. michael and jeanie ryce are the founder and director of HeartLand, a self-healing center in the Ozark mountains. Michael is a world renowned lecturer and teacher on health and healing, with doctorates in Naturopathic Medicine and in Holistic Philosophy. The focus of his studies has combined bodymind principles, physics and ancient Aramaic studies into a unique body of pioneering work in the fields of self-healing, healing through relationships, anger and grief resolution, world peace and the inner process of Forgiveness. For more information visit www.whyagain.org</p>",https://feeds.podetize.com/rss/4PRHsqqE3K,https://www.blogtalkradio.com/mindshiftersradio?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,jeanie@whyagain.org,1420690263,0858b6a6018a41a1bc989164baae5064,1746561600000,1551805201600,1678,9,,,4npVpbS9jXEy5943dOilMu,900,5,4,5,2,2025-05-05T20:00:00+00:00,https://cdn-images-3.listennotes.com/podcasts/mindshifters-radio-with-host-dr-michael-and-RvTlH8QDqxO-8z_aS4DZfel.1400x1400.jpg,,,,,,,tjh@mindshifters-academy.org
